"data_year","working_id","data_source","project_id","project_name","property_id","property_name","property_owner","developer","manager","in_service_date","expiration_date","reported_address","city","zip","county","total_units","total_restricted_units","ami_20","ami_25","ami_30","ami_35","ami_40","ami_45","ami_50","ami_60","ami_65","ami_70","ami_75","ami_80","ami_85","ami_90","ami_100","ami_120","market_rate","manager_unit","ami_unknown","bedroom_0","bedroom_1","bedroom_2","bedroom_3","bedroom_4","bedroom_5","bedroom_unknown","units_preserved","bed_count","site_type","tenure","accessible_units","disabled","homeless","large_household","mixed_use","public_housing","senior","sro","transitional","veterans","funding_sources","section_8","tax_credit","fed_income_subsidized","home","HOMEcity","HOMEcounty","HOMEstate","other","units_with_rental_subsidy","rental_subsidy_source","policy","confidentiality","x_coord","y_coord","full_address","cleaned_address","ami_110","kc_id","contractexpired","contractnew"
2023,"SH_0009","ARCH",NA,"Avondale I",NA,"Avondale I",NA,NA,"ARCH",NA,NA,"9551 Avondale Rd NE, Redmond, WA 98052","Redmond","98052","King",18,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328896.31744166,252008.047018434,"9551 Avondale Rd NE, Redmond, WA 98052","9551 Avondale Rd NE, Redmond, WA 98052",0,"SH_0009NA",0,0
2023,"SH_0018","ARCH",NA,"Community Homes 7",NA,"Community Homes 7",NA,NA,"Community Living",NA,NA,"12809 NE 142nd Pl, Kirkland, WA 98034","Kirkland","98034","King",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311579.29314674,268991.167119618,"12809 NE 142nd Pl, Kirkland, WA 98034","12809 NE 142nd Pl, Kirkland, WA 98034",0,"SH_0018NA",0,0
2023,"SH_0020","ARCH",NA,"Copper Lantern Homeownership",NA,"Copper Lantern Homeownership",NA,NA,"ARCH",NA,NA,"7026 NE 182nd St, Kenmore, WA 98028","Kenmore","98028","King",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293018.14820035,280803.748427801,"7026 NE 182nd St, Kenmore, WA 98028","7026 NE 182nd St, Kenmore, WA 98028",0,"SH_0020NA",0,0
2023,"SH_0093","HUDKingCounty",NA,"Alder House Apartments",NA,"Alder House Apartments",NA,NA,"Washington Management Company",NA,NA,"925 E ALDER ST","Seattle","98122","King",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273709.60612715,223916.407257131,"925 E ALDER ST, Seattle, WA 98122","925 E Alder St, Seattle, WA 98122",0,"SH_0093NA",0,0
2023,"SH_0095","HUDKingCounty",NA,"Alpha Supported Living Services-Mountain House",NA,"Alpha Supported Living Services-Mountain House",NA,NA,"Alpha Supported Living Services",NA,NA,"230 SE ANDREWS ST","Issaquah","98021","King",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344154.2914764,195428.763220891,"230 SE ANDREWS ST, Issaquah, WA 98021","230 SE Andrews St, Issaquah, WA 98021",0,"SH_0095NA",0,0
2023,"SH_0096","HUDKingCounty",NA,"Ames Apartments",NA,"Ames Apartments",NA,NA,"Pearl J. Woo (Estate of James S. Woo)",NA,NA,"7 Auburn Way S","Auburn","98002","King",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294909.42550328,115221.619104543,"7 Auburn Way S, Auburn, WA 98002","7 Auburn Way S, Auburn, WA 98002",0,"SH_0096NA",0,0
2023,"SH_0097","HUDKingCounty",NA,"Arbor House",NA,"Arbor House",NA,NA,"Community Psychiatric Clinic",NA,NA,"8538 Mary Ave NW","Seattle","98117","King",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260743.92335771,256171.692077781,"8538 Mary Ave NW, Seattle, WA 98117","8538 Mary Ave NW, Seattle, WA 98117",0,"SH_0097NA",0,0
2023,"SH_0100","HUDKingCounty",NA,"Auburn Community Living",NA,"Auburn Community Living",NA,NA,"Abie Label & Associates, Inc.",NA,NA,"1205 24TH ST SE","Auburn","98002","King",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297993.41717152,107973.857899417,"1205 24TH ST SE, Auburn, WA 98002","1205 24th St SE, Auburn, WA 98002",0,"SH_0100NA",0,0
2023,"SH_0105","HUDKingCounty",NA,"Beverly Park Group Home",NA,"Beverly Park Group Home",NA,NA,"UNITED FRIENDS GROUP HOMES",NA,NA,"150 SW 114TH","White Center","98146","King",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269102.69124567,186584.517883174,"150 SW 114TH St, White Center, WA 98146","150 SW 114th St, White Center, WA 98146",0,"SH_0105NA",0,0
2023,"SH_0108","HUDKingCounty",NA,"Buena Vista Apartments",NA,"Buena Vista Apartments",NA,NA,"Michaels Management - Affordable LLC/Formerly Interstate Realty Management Company",NA,NA,"125 A ST NW","Auburn","98001","King",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293592.60547482,115799.671117278,"125 A ST NW, Auburn, WA 98001","125 A St NW, Auburn, WA 98001",0,"SH_0108NA",0,0
2023,"SH_0114","HUDKingCounty",NA,"Camelot Grp Care Facility",NA,"Camelot Grp Care Facility",NA,NA,"Hoban & Assoc dba Coast Property Management",NA,NA,"17234 126TH PL NE","Woodinville","98072","King",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311106.54773262,277625.971898338,"17234 126th Pl NE, Woodinville, WA 98072","17234 126th Pl NE, Woodinville, WA 98072",0,"SH_0114NA",0,0
2023,"SH_0115","HUDKingCounty",NA,"Cascade Cluster",NA,"Cascade Cluster",NA,NA,"Camelot Society",NA,NA,"710 N 85TH ST","Seattle","98103","King",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267091.98990654,255656.28203186,"710 N 85TH ST, Seattle, WA 98103","710 N 85th St, Seattle, WA 98103",0,"SH_0115NA",0,0
2023,"SH_0117","HUDKingCounty",NA,"Century House Apartments",NA,"Century House Apartments",NA,NA,"Quantum Management Services, Inc.",NA,NA,"1711 23RD AVE S","Seattle","98144","King",83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277742.55068915,217894.720063648,"1711 23RD AVE S, Seattle, WA 98144","1711 23rd Ave S, Seattle, WA 98144",0,"SH_0117NA",0,0
2023,"SH_0118","HUDKingCounty",NA,"Champion House",NA,"Champion House",NA,NA,"Washington Management Company",NA,NA,"1800 145TH PL SE","Bellevue","98007","King",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315945.47718316,219560.184955144,"1800 145TH PL SE, Bellevue, WA 98007","1800 145th Pl SE, Bellevue, WA 98007",0,"SH_0118NA",0,0
