"data_year","working_id","data_source","project_id","project_name","property_id","property_name","property_owner","developer","manager","in_service_date","expiration_date","reported_address","city","zip","county","total_units","total_restricted_units","ami_20","ami_25","ami_30","ami_35","ami_40","ami_45","ami_50","ami_60","ami_65","ami_70","ami_75","ami_80","ami_85","ami_90","ami_100","ami_120","market_rate","manager_unit","ami_unknown","bedroom_0","bedroom_1","bedroom_2","bedroom_3","bedroom_4","bedroom_5","bedroom_unknown","units_preserved","bed_count","site_type","tenure","accessible_units","disabled","homeless","large_household","mixed_use","public_housing","senior","sro","transitional","veterans","funding_sources","section_8","tax_credit","fed_income_subsidized","home","HOMEcity","HOMEcounty","HOMEstate","other","units_with_rental_subsidy","rental_subsidy_source","policy","confidentiality","x_coord","y_coord","full_address","cleaned_address","ami_110","kc_id","contractexpired","contractnew"
2023,"SH_0119","HUDKingCounty",NA,"Chancery Place",NA,"Chancery Place",NA,NA,"HELPING HANDS FOR THE DISABLED",NA,NA,"910 MARION ST","Seattle","98104","King",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272137.82772617,225364.582266777,"910 MARION ST, Seattle, WA 98104","910 Marion St, Seattle, WA 98104",0,"SH_0119NA",0,0
2023,"SH_0120","HUDKingCounty",NA,"Chateau Apartments",NA,"Chateau Apartments",NA,NA,"Archdiocesan Housing Authority",NA,NA,"119 19th Ave","Seattle","98122","King",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276620.49893986,223264.258349821,"119 19th Ave, Seattle, WA 98122","119 19th Ave, Seattle, WA 98122",0,"SH_0120NA",0,0
2023,"SH_0124","HUDKingCounty",NA,"Conbela Apartments",NA,"Conbela Apartments",NA,NA,"Quantum Management Services, Inc.",NA,NA,"8424 Delridge Way SW","Seattle","98106","King",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263228.49102667,196141.355330825,"8424 Delridge Way SW, Seattle, WA 98106","8424 Delridge Way SW, Seattle, WA 98106",0,"SH_0124NA",0,0
2023,"SH_0125","HUDKingCounty",NA,"Council House",NA,"Council House",NA,NA,"Navos",NA,NA,"1501 17TH AVE","Seattle","98122","King",162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276064.03035471,227682.836268303,"1501 17TH AVE, Seattle, WA 98122","1501 17th Ave, Seattle, WA 98122",0,"SH_0125NA",0,0
2023,"SH_0126","HUDKingCounty",NA,"Eastside Community Living",NA,"Eastside Community Living",NA,NA,"Council House Inc.",NA,NA,"6642 146TH AVE NE","Redmond","98052","King",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317209.08267523,245753.381675623,"6642 146TH AVE NE, Redmond, WA 98052","6642 146th Ave NE, Redmond, WA 98052",0,"SH_0126NA",0,0
2023,"SH_0129","HUDKingCounty",NA,"Elbert House",NA,"Elbert House",NA,NA,"Capitol Hill Housing",NA,NA,"16000 NE 8TH STREET","Bellevue","98008","King",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1321540.10883654,228015.967804112,"16000 NE 8TH ST, Bellevue, WA 98008","16000 NE 8th St, Bellevue, WA 98008",0,"SH_0129NA",0,0
2023,"SH_0130","HUDKingCounty",NA,"Elizabeth James House",NA,"Elizabeth James House",NA,NA,"Archdiocesan Housing Authority",NA,NA,"109 23RD AVENUE EAST","Seattle","98112","King",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278018.94734809,229511.153951015,"109 23RD Ave E, Seattle, WA 98112","109 23rd Ave E, Seattle, WA 98112",0,"SH_0130NA",0,0
2023,"SH_0131","HUDKingCounty",NA,"Emma Mcredmond Manor",NA,"Emma Mcredmond Manor",NA,NA,"Capitol Hill Housing",NA,NA,"7960 169TH AVE NE","Redmond","98052","King",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324734.84284034,248629.751108004,"7960 169TH AVE NE, Redmond, WA 98052","7960 169th Ave NE, Redmond, WA 98052",0,"SH_0131NA",0,0
2023,"SH_0133","HUDKingCounty",NA,"Franciscan Apartments",NA,"Franciscan Apartments",NA,NA,"Bellwether Housing",NA,NA,"15237 21ST AVE SW","Burien","98166","King",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262558.7834217,173648.956706367,"15237 21ST AVE SW, Burien, WA 98166","15237 21st Ave SW, Burien, WA 98166",0,"SH_0133NA",0,0
2023,"SH_0138","HUDKingCounty",NA,"Good Shepherd I",NA,"Good Shepherd I",NA,NA,"Quantum Management Services, Inc.",NA,NA,"1025 OLYMPIA AVE NE","Renton","98056","King",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309274.97421855,185298.338418218,"1025 OLYMPIA AVE NE, Renton, WA 98056","1025 Olympia Ave NE, Renton, WA 98056",0,"SH_0138NA",0,0
2023,"SH_0139","HUDKingCounty",NA,"Good Shepherd Ii",NA,"Good Shepherd Ii",NA,NA,"Bethesda Lutheran Communities",NA,NA,"16642 113th Ave SE","Renton","98058","King",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304999.09450318,168203.290747483,"16642 113th Ave SE, Renton, WA 98058","16642 113th Ave SE, Renton, WA 98058",0,"SH_0139NA",0,0
2023,"SH_0142","HUDKingCounty",NA,"Halcyon Group Home",NA,"Halcyon Group Home",NA,NA,"Capitol Hill Housing",NA,NA,"1200 134th Ave NE","Bellevue","98005","King",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312935.68664649,229351.446920985,"1200 134th Ave NE, Bellevue, WA 98005","1200 134th Ave NE, Bellevue, WA 98005",0,"SH_0142NA",0,0
2023,"SH_0147","HUDKingCounty",NA,"Highlands East",NA,"Highlands East",NA,NA,"Quantum Management Services, Inc.",NA,NA,"700 NW 185TH ST","Shoreline","98177","King",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263560.10324239,282511.951799757,"700 NW 185TH ST, Shoreline, WA 98177","700 NW 185th St, Shoreline, WA 98177",0,"SH_0147NA",0,0
2023,"SH_0148","HUDKingCounty",NA,"Hilltop House Apartments",NA,"Hilltop House Apartments",NA,NA,"Quantum Management Services, Inc.",NA,NA,"1005 TERRACE Street","Seattle","98104","King",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273268.07671036,224038.405626455,"1005 TERRACE St, Seattle, WA 98104","1005 Terrace St, Seattle, WA 98104",0,"SH_0148NA",0,0
2023,"SH_0151","HUDKingCounty",NA,"Homewood Terrace I",NA,"Homewood Terrace I",NA,NA,"FPI Management, Inc.",NA,NA,"30030 38th Ave. So.","Lakeland North","98001","King",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280459.24378368,124583.162511284,"30030 38th Ave S, Lakeland North, WA 98001","30030 38th Ave S, Lakeland North, WA 98001",0,"SH_0151NA",0,0
2023,"SH_0152","HUDKingCounty",NA,"Homewood Terrace Ii",NA,"Homewood Terrace Ii",NA,NA,"Homewood Terrace Mutual Homes, inc.",NA,NA,"30030 38th Ave. So.","Lakeland North","98001","King",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280459.24378368,124583.162511284,"30030 38th Ave S, Lakeland North, WA 98001","30030 38th Ave S, Lakeland North, WA 98001",0,"SH_0152NA",0,0
2023,"SH_0153","HUDKingCounty",NA,"Homewood Terrace Iii",NA,"Homewood Terrace Iii",NA,NA,"Homewood Terrace Mutual Homes, inc.",NA,NA,"30030 38th Ave. So.","Lakeland North","98001","King",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280459.24378368,124583.162511284,"30030 38th Ave S, Lakeland North, WA 98001","30030 38th Ave S, Lakeland North, WA 98001",0,"SH_0153NA",0,0
2023,"SH_0154","HUDKingCounty",NA,"Honeysuckle Apts",NA,"Honeysuckle Apts",NA,NA,"Homewood Terrace Mutual Homes, inc.",NA,NA,"202 19TH AVE E","Seattle","98112","King",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276980.9334668,229625.132966401,"202 19TH AVE E, Seattle, WA 98112","202 19th Ave E, Seattle, WA 98112",0,"SH_0154NA",0,0
2023,"SH_0155","HUDKingCounty",NA,"Hutchison House",NA,"Hutchison House",NA,NA,"Safe Harbor Property Management, LLC",NA,NA,"105 MT PARK BLVD SW","Issaquah","98027","King",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341978.29738614,195368.679025699,"105 Mt Park Blvd SW, Issaquah, WA 98027","105 Mt Park Blvd SW, Issaquah, WA 98027",0,"SH_0155NA",0,0
2023,"SH_0157","HUDKingCounty",NA,"Imperial House",NA,"Imperial House",NA,NA,"Michaels Management - Affordable LLC/Formerly Interstate Realty Management Company",NA,NA,"520 S Main St","Seattle","98104","King",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271999.0878567,222512.814810821,"520 S Main St, Seattle, WA 98104","520 S Main St, Seattle, WA 98104",0,"SH_0157NA",0,0
2023,"SH_0159","HUDKingCounty",NA,"Issaquah Gardens",NA,"Issaquah Gardens",NA,NA,"American Management Services Northwest LLC",NA,NA,"845 2ND AVE NW","Issaquah","98033","King",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342292.17247164,198823.609882255,"845 2ND AVE NW, Issaquah, WA 98033","845 2nd Ave NW, Issaquah, WA 98033",0,"SH_0159NA",0,0
2023,"SH_0165","HUDKingCounty",NA,"Kateri House",NA,"Kateri House",NA,NA,"Sound Mental Health",NA,NA,"510 24th Ave S","Seattle","98144","King",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278375.06277878,221462.374661164,"510 24th Ave S, Seattle, WA 98144","510 24th Ave S, Seattle, WA 98144",0,"SH_0165NA",0,0
2023,"SH_0166","HUDKingCounty",NA,"Kawabe Memorial House",NA,"Kawabe Memorial House",NA,NA,"Community Psychiatric Clinic",NA,NA,"221 18TH AVE S","Seattle","98144","King",154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276255.84738767,222507.656633058,"221 18TH AVE S, Seattle, WA 98144","221 18th Ave S, Seattle, WA 98144",0,"SH_0166NA",0,0
2023,"SH_0169","HUDKingCounty",NA,"Lakewood Apartments",NA,"Lakewood Apartments",NA,NA,"Quantum Residential Inc.",NA,NA,"1500 SW 112th St","White Center","98146","King",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264579.82593266,187220.977795198,"1500 SW 112th St, White Center, WA 98146","1500 SW 112th St, White Center, WA 98146",0,"SH_0169NA",0,0
2023,"SH_0170","HUDKingCounty",NA,"Lasalle Apartments",NA,"Lasalle Apartments",NA,NA,"Navos",NA,NA,"87 PIKE ST","Seattle","98101","King",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268706.94703537,225645.622183771,"87 PIKE ST, Seattle, WA 98101","87 Pike St, Seattle, WA 98101",0,"SH_0170NA",0,0
2023,"SH_0173","HUDKingCounty",NA,"Lilac Lodge",NA,"Lilac Lodge",NA,NA,"Capitol Hill Housing",NA,NA,"5033 37th Ave S","Seattle","98118","King",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281615.02043858,206231.956350354,"5033 37th Ave S, Seattle, WA 98118","5033 37th Ave S, Seattle, WA 98118",0,"SH_0173NA",0,0
2023,"SH_0174","HUDKingCounty",NA,"Lincoln Park Group Home",NA,"Lincoln Park Group Home",NA,NA,"Quantum Management Services, Inc.",NA,NA,"6935 FAUNTLEROY WAY SW","Seattle","98136","King",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255833.61267063,201362.256338647,"6935 FAUNTLEROY WAY SW, Seattle, WA 98136","6935 Fauntleroy Way SW, Seattle, WA 98136",0,"SH_0174NA",0,0
2023,"SH_0175","HUDKingCounty",NA,"Loyal Heights Manor",NA,"Loyal Heights Manor",NA,NA,"UNITED FRIENDS GROUP HOMES",NA,NA,"7547 24TH AVE NW","Seattle","98117","King",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257523.5566066,253558.19577821,"7547 24TH AVE NW, Seattle, WA 98117","7547 24th Ave NW, Seattle, WA 98117",0,"SH_0175NA",0,0
